"pk";"ip";"loc";"zip";"reg";"ts"
16741;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16742;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16743;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16744;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16745;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16746;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16747;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16748;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16749;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16750;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16751;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16752;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16753;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16754;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16755;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16756;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16757;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16758;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16759;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16760;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16761;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16762;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16763;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16764;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16765;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16766;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16767;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16768;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16769;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:33"
16770;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16771;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16772;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16773;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16774;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16775;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16776;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16777;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16778;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16779;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16780;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16781;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16782;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16783;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16784;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16785;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16786;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16787;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16788;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16789;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16790;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16791;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16792;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16793;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16794;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:34"
16795;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16796;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16797;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16798;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16799;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16800;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16801;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16802;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16803;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16804;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16805;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16806;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16807;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16808;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16809;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16810;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16811;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16812;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16813;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16814;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16815;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16816;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16817;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16818;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16819;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16820;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16821;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16822;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:35"
16823;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16824;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16825;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16826;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16827;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16828;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16829;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16830;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16831;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16832;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16833;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16834;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16835;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16836;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16837;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16838;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16839;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16840;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16841;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16842;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16843;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16844;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16845;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:36"
16846;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16847;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16848;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16849;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16850;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16851;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16852;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16853;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16854;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16855;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16856;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16857;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16858;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16859;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16860;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16861;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16862;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16863;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16864;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16865;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16866;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16867;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16868;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16869;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16870;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16871;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16872;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16873;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16874;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:37"
16875;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16876;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16877;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16878;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16879;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16880;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16881;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16882;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16883;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16884;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16885;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16886;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16887;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16888;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16889;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16890;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16891;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16892;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16893;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16894;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16895;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16896;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16897;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16898;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:38"
16899;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16900;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16901;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16902;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16903;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16904;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16905;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16906;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16907;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16908;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16909;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16910;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16911;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16912;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16913;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16914;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16915;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16916;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16917;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16918;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16919;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16920;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:39"
16921;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16922;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16923;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16924;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16925;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16926;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16927;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16928;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16929;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16930;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16931;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16932;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:40"
16933;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16934;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16935;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16936;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16937;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16938;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16939;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16940;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:41"
16941;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16942;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16943;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16944;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16945;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16946;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:42"
16947;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:43"
16948;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:43"
16949;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:43"
16950;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:44"
16951;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:44"
16952;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:44"
16953;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16954;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16955;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16956;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16957;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16958;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16959;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16960;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16961;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16962;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16963;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16964;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16965;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16966;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16967;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:45"
16968;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16969;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16970;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16971;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16972;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16973;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16974;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16975;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16976;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16977;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:46"
16978;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16979;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16980;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16981;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16982;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16983;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16984;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16985;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16986;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16987;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:47"
16988;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16989;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16990;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16991;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16992;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16993;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16994;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16995;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16996;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16997;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:48"
16998;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
16999;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17000;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17001;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17002;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17003;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17004;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17005;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17006;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17007;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17008;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17009;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17010;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17011;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:49"
17012;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17013;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17014;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17015;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17016;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17017;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17018;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17019;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17020;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17021;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17022;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17023;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17024;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17025;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17026;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17027;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:50"
17028;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17029;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17030;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17031;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17032;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17033;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17034;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17035;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17036;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17037;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17038;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17039;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17040;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17041;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17042;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17043;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17044;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17045;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17046;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17047;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17048;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17049;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17050;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17051;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:51"
17052;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17053;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17054;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17055;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17056;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17057;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17058;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17059;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17060;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17061;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17062;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17063;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17064;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17065;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17066;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17067;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17068;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17069;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17070;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17071;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:52"
17072;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17073;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17074;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17075;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17076;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17077;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17078;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17079;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17080;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17081;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17082;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17083;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17084;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17085;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17086;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17087;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17088;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17089;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17090;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17091;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17092;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:53"
17093;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
17094;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
17095;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
17096;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
17097;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
17098;"182.190.52.112";"PK";"46000";"PB";"2018-02-18 01:55:54"
